date,year,direction,pnl_pts,win,exit_reason,ema_gap_pct,ema_slope_signed,ema_consistency,atr_ratio,atr_v,body_atr,rsi_signed,rsi_v,pat_stack,entry_hour,dow,_q,_hr
2022-01-11,2022,1,-88.78214285714057,0,STOP,0.43794921470460807,0.2923196690269067,30,0.6593549413824191,88.78214285714317,0.5958405406492762,15.44160286437419,65.44160286437419,1,13.5,1,"(0.999, 3.0]",13:30
2022-01-11,2022,1,-83.14285714285506,0,STOP,0.42818663569905696,0.2826509380263249,30,0.7277046669375749,83.14285714285714,0.8575601374570797,9.856962586234516,59.856962586234516,1,14.25,1,"(0.999, 3.0]",14:15
2022-01-12,2022,1,-98.19285714285797,0,STOP,0.563360067459867,0.46662710356569553,30,0.9344549239527576,98.19285714285694,0.4949443514948578,16.825896459009698,66.8258964590097,1,11.75,2,"(0.999, 3.0]",11:45
2022-01-12,2022,1,-87.01071428571595,0,STOP,0.5421381711512345,0.41062253854106623,30,0.848456354803317,87.01071428571387,0.08389771374628842,12.099555708936087,62.09955570893609,1,12.5,2,"(0.999, 3.0]",12:30
2022-01-12,2022,1,-90.86785714285361,0,STOP,0.5382865426022203,0.3931194374901422,30,0.9011315943260849,90.86785714285672,0.45065440396176704,15.052043741647736,65.05204374164774,1,12.75,2,"(0.999, 3.0]",12:45
2022-01-12,2022,1,-56.30000000000291,0,STOP,0.5049944622103085,0.3235532438488849,30,0.5797293321565173,56.30000000000031,0.5603907637655904,11.208528453900833,61.20852845390083,1,13.75,2,"(0.999, 3.0]",13:45
2022-01-13,2022,1,-86.65000000000146,0,STOP,0.11217353331150713,-0.02429820603845659,30,0.9498678672800196,86.64999999999989,0.3000577034045012,-5.361663853106535,44.638336146893465,1,11.75,3,"(0.999, 3.0]",11:45
2022-01-13,2022,-1,-73.45000000000437,0,SQUAREOFF,0.018587108253373508,0.05844357757868725,3,0.7945894425178956,69.96785714285632,0.7381961104589136,9.675778156996799,40.3242218430032,1,14.25,3,"(0.999, 3.0]",14:15
2022-01-14,2022,-1,166.55357142857247,1,TARGET,0.13626606685178988,0.12690188346568254,11,1.2771900996200063,111.03571428571429,0.8303634609198837,12.495106941306872,37.50489305869313,2,10.0,4,"(0.999, 3.0]",10:00
2022-01-14,2022,-1,-88.50714285713912,0,STOP,0.3504645234850906,0.3092280360970254,23,1.0101084209668256,88.50714285714223,0.3186183520297506,12.233269147587805,37.766730852412195,1,13.0,4,"(0.999, 3.0]",13:00
2022-01-17,2022,-1,156.3267857142855,1,TARGET,0.08964420717599998,0.0013408638842778043,30,1.2008147812847156,104.21785714285632,0.3070491072958456,-1.6443183760121087,51.64431837601211,1,10.5,0,"(0.999, 3.0]",10:30
2022-01-17,2022,-1,149.82857142857392,1,TARGET,0.07283296300740001,-0.003915259210432567,30,1.1403873598369032,99.88571428571387,0.22776029748283846,-2.187734827533987,52.18773482753399,1,11.0,0,"(0.999, 3.0]",11:00
2022-01-17,2022,-1,149.00357142856956,1,TARGET,0.061294029197976954,0.0017373088975872512,30,1.1201546485169505,99.3357142857146,0.19680736319834471,-1.2674723801347625,51.26747238013476,1,11.5,0,"(0.999, 3.0]",11:30
2022-01-17,2022,-1,-21.099999999998545,0,SQUAREOFF,0.06401399216758219,0.0190993522869719,30,1.0716242959354587,100.56428571428634,0.7646849918318159,7.51525553119906,42.48474446880094,1,12.25,0,"(0.999, 3.0]",12:15
2022-01-18,2022,1,125.17500000000291,1,TARGET,0.0570239366037821,0.06997215542455137,4,0.961781473172938,83.4500000000002,0.4883163571000587,12.884032931320426,62.88403293132043,1,12.25,1,"(0.999, 3.0]",12:15
2022-01-19,2022,-1,-159.44642857142753,0,STOP,0.03774077282064043,0.04926477964706437,1,1.860518419736595,159.44642857142753,1.0803001455930186,21.98322295534271,28.01677704465729,2,9.75,2,"(0.999, 3.0]",09:45
2022-01-19,2022,-1,253.6660714285681,1,TARGET,0.17327948130868331,0.288755788886823,6,1.930763114436571,169.11071428571344,0.8189900952461446,14.515992392781612,35.48400760721839,1,11.0,2,"(0.999, 3.0]",11:00
2022-01-20,2022,-1,140.10535714285652,1,TARGET,0.24509881603204203,0.16227541590009778,30,0.7747430162632857,93.40357142857101,1.2708293503613877,12.73030391035254,37.26969608964746,1,13.5,3,"(0.999, 3.0]",13:30
2022-01-20,2022,-1,-94.97499999999854,0,STOP,0.2801016248917016,0.18353099019286914,30,0.7877773498829793,94.97499999999958,1.2861279284021554,17.9433581087671,32.0566418912329,1,13.75,3,"(0.999, 3.0]",13:45
2022-01-20,2022,-1,-95.18928571428842,0,STOP,0.3124337137217477,0.19973795970320224,30,0.7895547590129376,95.1892857142853,0.2001275653772873,18.68233118503116,31.31766881496884,1,14.0,3,"(0.999, 3.0]",14:00
2022-01-21,2022,-1,-162.28928571428696,0,STOP,0.49332013541112835,0.34552729418017614,30,1.321631644004935,162.2892857142849,0.4889417046280175,16.91018506986299,33.08981493013701,1,10.25,4,"(0.999, 3.0]",10:15
2022-01-21,2022,-1,-146.70357142857392,0,STOP,0.622897200869491,0.5637098603078372,30,1.1927985480943637,146.7035714285708,0.3210555785475972,13.956225906814574,36.04377409318543,1,11.75,4,"(0.999, 3.0]",11:45
2022-01-21,2022,-1,-155.6107142857145,0,STOP,0.5388789502877805,0.41643195902561675,30,1.2652196007259449,155.61071428571398,0.37143971907922346,2.82940215618828,47.17059784381172,2,12.75,4,"(0.999, 3.0]",12:45
2022-01-21,2022,-1,-116.44285714285797,0,STOP,0.45805049643842904,0.2842487495441573,30,0.9623518646969353,116.44285714285641,1.5617102196049537,3.227889951561032,46.77211004843897,1,13.5,4,"(0.999, 3.0]",13:30
2022-01-21,2022,-1,172.28035714285215,1,TARGET,0.4089221671789252,0.19903526283837827,30,0.9552793001529621,114.85357142856967,0.35479958953948115,2.275397783735592,47.72460221626441,2,14.25,4,"(0.999, 3.0]",14:15
2022-01-24,2022,-1,395.4107142857101,1,TARGET,0.3468384827379855,0.19907661431454107,30,2.189980269111495,263.6071428571413,0.36740279094973244,4.1877579190534036,45.812242080946596,2,9.5,0,"(0.999, 3.0]",09:30
2022-01-24,2022,-1,389.35178571428696,1,TARGET,0.3330399957881646,0.16158283971029436,30,2.1466144871889474,259.56785714285695,0.028123667084038257,4.775443694842082,45.22455630515792,1,11.0,0,"(0.999, 3.0]",11:00
2022-01-25,2022,-1,-272.7928571428565,0,STOP,0.6182939082819259,0.40472697622324205,30,1.7506761402704483,272.7928571428555,0.4338456704459139,-1.6967486633763116,51.69674866337631,1,10.25,1,"(0.999, 3.0]",10:15
2022-01-25,2022,-1,-232.9857142857145,0,STOP,0.4088604763751595,0.14960310489060494,30,1.2670136730888715,232.98571428571344,0.11653074989270396,-4.345789214883517,54.34578921488352,1,11.75,1,"(0.999, 3.0]",11:45
2022-01-25,2022,-1,-218.6178571428536,0,STOP,0.23515391583287282,0.040314666942495456,30,1.0230129019319483,218.61785714285674,0.41533661150410633,-5.6335780096498596,55.63357800964986,1,12.75,1,"(0.999, 3.0]",12:45
2022-01-27,2022,1,-195.39285714285506,0,STOP,0.22391396388875803,0.27731748006152546,9,0.9143325088575465,195.39285714285714,1.1934929628952884,4.161427588195899,54.1614275881959,1,10.0,3,"(0.999, 3.0]",10:00
2022-01-27,2022,1,214.6392857142855,1,TARGET,0.061726571527923005,-0.016237026367320988,21,0.7439122886823739,143.0928571428558,0.36899116457846937,3.7754730782809958,53.775473078280996,1,13.0,3,"(0.999, 3.0]",13:00
2022-01-27,2022,1,221.98928571428405,1,TARGET,0.11717945942996537,0.013842027137796944,22,0.7713628875382699,147.99285714285568,2.1325353540228886,13.757354574134979,63.75735457413498,1,13.25,3,"(0.999, 3.0]",13:15
2022-01-28,2022,1,-125.67142857142608,0,STOP,0.7907088592424217,0.5277676725699698,30,0.710294711344368,125.67142857142815,0.3003864953961588,9.491164352999682,59.49116435299968,1,13.5,4,"(0.999, 3.0]",13:30
2022-01-28,2022,1,-130.19642857142753,0,STOP,0.7104588751060283,0.46069489711198675,30,0.7416864185223281,130.19642857142858,0.5349609107118476,-1.2243443375092085,48.77565566249079,1,14.0,4,"(0.999, 3.0]",14:00
2022-01-31,2022,1,-206.22499999999854,0,STOP,0.19975684524070036,-0.02836460791253984,30,1.1827855672425978,206.2249999999996,0.1750515213965262,-2.296779291126718,47.70322070887328,1,10.5,0,"(0.999, 3.0]",10:30
