trade_date,direction,actual,actual_fullday,score,signal_count,opt_strike,opt_side,entry_time,exit_time,exit_reason,opt_entry,opt_exit,pnl_pts,pnl_inr,result,oi_quadrant,futures_basis,pcr_signal,oi_velocity,strike_defense,fii_signature,has_opt_oi,fii_attribution,clf_confidence,clf_fii_score,dte,regime_5d_ret,extreme_regime,call_wall_in,put_wall_in,pcr_input,fii_fut,fii_cash,day_open,notes
2026-01-27,1,-1,1,0.5698,6.0,25150.0,CE,12:04,12:49,SL,58.7,26.7,-32.0,-2400.0,LOSS_SL,1.0,1.0,1.0,1.0,1.0,1.0,True,FII_BULL,0.122,0.078,1,-2.1,False,26000,25000,0.701,-1,-1,25116.3,"long_buildup p=+14 oi=+47 | contango fut=25143 spot=25049 basis=+0.35% | bullish_pcr pcr=0.70 ma=0.76 | put_writing_dominant atm_net_vel=191.5 ce=-127.8 pe=63.8 | near_put_wall ltp=25143 call=26000 put=25000 pos=0.14 | FII_RT [classifier=FII_BULL conf=0.12, oi_vel_confirms net=245.5] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-28,0,0,1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,6,-0.23,False,26000,25000,0.936,-1,-1,25437.2,
2026-01-29,0,0,1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,5,0.74,False,26000,25000,0.971,-1,1,25396.2,
2026-01-30,0,0,1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,4,0.51,False,26000,25000,1.057,-1,0,25410.0,
2026-02-02,0,0,1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,1,1.09,False,26000,24000,0.9,-1,0,24806.4,
2026-02-03,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,1,-0.35,False,27000,25000,0.982,-1,-1,26161.3,
2026-02-04,-1,1,1,-0.462,5.0,25800.0,PE,11:11,13:40,REVERSAL,198.7,158.7,-40.0,-3000.0,LOSS_REVERSAL,-1.0,1.0,0.0,-1.0,-1.0,1.0,True,FII_BULL,0.126,0.099,6,1.52,False,26000,25000,0.959,-1,1,25740.7,"short_buildup p=-21 oi=+40 | contango fut=25800 spot=25728 basis=+0.15% | neutral_pcr pcr=0.96 ma=0.97 | call_writing_dominant atm_net_vel=-27.9 ce=35.8 pe=7.9 | upper_range_bearish ltp=25800 call=26000 put=25000 pos=0.80 | FII_RT [classifier=FII_BULL conf=0.13, oi_vel_conflicts net=-40.8] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-05,0,0,-1,0.0106,5.0,,,,,,,,,,NO_TRADE,-1.0,-1.0,0.0,1.0,-1.0,1.0,True,FII_BULL,0.078,0.004,5,1.4,False,26000,25000,1.07,-1,1,25797.7,"long_unwind p=-15 oi=-161 | backwardation fut=25714 spot=25776 basis=-0.35% | neutral_pcr pcr=1.07 ma=0.99 | put_writing_dominant atm_net_vel=43.7 ce=-53.2 pe=-9.5 | upper_range_bearish ltp=25714 call=26000 put=25000 pos=0.71 | FII_RT [classifier=FII_BULL conf=0.08, oi_vel_confirms net=56.0] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-06,1,1,1,0.5697,5.0,25650.0,CE,11:21,15:20,EOD,85.1,114.35,29.25,2193.75,WIN_EOD,1.0,0.0,1.0,1.0,1.0,-1.0,True,FII_BEAR,0.231,-0.263,4,1.27,False,27000,25000,0.812,-1,-1,25657.3,"long_buildup p=+21 oi=+217 | neutral fut=25648 spot=25643 basis=-0.07% | bullish_pcr pcr=0.81 ma=0.94 | put_writing_dominant atm_net_vel=78.9 ce=-0.8 pe=78.1 | lower_range_bullish ltp=25648 call=27000 put=25000 pos=0.32 | FII_RT [classifier=FII_BEAR conf=0.23, oi_vel_conflicts net=95.2] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-09,0,0,1,0.4972,4.0,,,,,,,,,,NO_TRADE,-1.0,1.0,0.0,1.0,0.0,-1.0,True,FII_BEAR,0.092,-0.04,1,2.41,False,27000,25000,0.965,-1,1,25906.7,"long_unwind p=-2 oi=-150 | contango fut=25915 spot=25694 basis=+0.84% | neutral_pcr pcr=0.96 ma=0.96 | put_writing_dominant atm_net_vel=26.6 ce=-168.6 pe=-142.1 | mid_range ltp=25915 call=27000 put=25000 pos=0.46 | FII_RT [classifier=FII_BEAR conf=0.09, oi_vel_conflicts net=42.8] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-10,-1,-1,1,-0.4254,6.0,26000.0,PE,11:26,15:20,EOD,67.75,69.3,1.55,116.25,WIN_EOD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,True,FII_BULL,0.137,0.122,1,0.54,False,26000,25000,1.109,-1,1,25963.0,"short_buildup p=-5 oi=+194 | contango fut=26004 spot=25867 basis=+0.51% | bearish_pcr pcr=1.11 ma=0.98 | call_writing_dominant atm_net_vel=-18.6 ce=69.4 pe=50.7 | near_call_wall ltp=26004 call=26000 put=25000 pos=1.00 | FII_RT [classifier=FII_BULL conf=0.14, oi_vel_conflicts net=-31.4] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-11,-1,-1,-1,-0.3975,5.0,26000.0,PE,12:00,15:20,EOD,129.8,135.8,6.0,450.0,WIN_EOD,-1.0,0.0,-1.0,-1.0,1.0,1.0,True,FII_BULL,0.157,0.152,6,0.62,False,27000,25900,1.133,-1,0,26041.5,"short_buildup p=-8 oi=+206 | neutral fut=26006 spot=25935 basis=+0.14% | bearish_pcr pcr=1.13 ma=1.02 | call_writing_dominant atm_net_vel=-18.7 ce=24.2 pe=5.5 | near_put_wall ltp=26006 call=27000 put=25900 pos=0.10 | FII_RT [classifier=FII_BULL conf=0.16, oi_vel_conflicts net=-23.9] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-12,0,0,-1,-0.1695,4.0,,,,,,,,,,NO_TRADE,1.0,-1.0,0.0,0.0,-1.0,-1.0,True,FII_BEAR,0.077,-0.014,5,1.21,False,26000,25000,1.055,-1,1,25957.8,"long_buildup p=+2 oi=+208 | backwardation fut=25862 spot=25954 basis=-0.46% | neutral_pcr pcr=1.06 ma=1.01 | velocity_short_suppressed_backwardation basis=-0.35% atm_net_vel=-15.5 ce=-20.0 pe=-35.5 | near_call_wall ltp=25862 call=26000 put=25000 pos=0.86 | FII_RT [classifier=FII_BEAR conf=0.08, oi_vel_confirms net=-16.3] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-13,0,0,-1,0.0167,4.0,,,,,,,,,,NO_TRADE,1.0,-1.0,1.0,0.0,0.0,-1.0,True,FII_BEAR,0.096,-0.061,4,0.44,False,26000,25000,0.816,-1,1,25716.9,"long_buildup p=+11 oi=+185 | backwardation fut=25534 spot=25807 basis=-1.15% | bullish_pcr pcr=0.82 ma=1.02 | balanced atm_net_vel=0.2 ce=-86.2 pe=-86.0 | mid_range ltp=25534 call=26000 put=25000 pos=0.53 | FII_RT [classifier=FII_BEAR conf=0.10, oi_vel_confirms net=-5.2] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-16,1,1,1,0.5774,5.0,25550.0,CE,11:01,14:33,TP,68.75,143.1,74.35,5576.25,WIN_TP,1.0,1.0,1.0,1.0,0.0,1.0,True,FII_BULL,0.14,0.129,1,-1.53,False,26000,25000,0.646,-1,-1,25446.1,"long_buildup p=+0 oi=+38 | contango fut=25563 spot=25471 basis=+0.34% | extreme_calls_bullish pcr=0.65 ma=0.95 | put_writing_dominant atm_net_vel=208.3 ce=-62.9 pe=145.4 | mid_range ltp=25563 call=26000 put=25000 pos=0.56 | FII_RT [classifier=FII_BULL conf=0.14, oi_vel_confirms net=227.9] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-17,0,0,1,0.4612,5.0,,,,,,,,,,NO_TRADE,1.0,1.0,-1.0,1.0,0.0,1.0,True,FII_BULL,0.498,0.483,1,-0.97,False,26000,25500,1.107,-1,0,25642.7,"long_buildup p=+1 oi=+247 | contango fut=25738 spot=25683 basis=+0.19% | bearish_pcr pcr=1.11 ma=0.95 | put_writing_dominant atm_net_vel=78.6 ce=-276.1 pe=-197.5 | mid_range ltp=25738 call=26000 put=25500 pos=0.48 | FII_RT [classifier=FII_BULL conf=0.50, oi_vel_confirms net=134.8] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-18,0,0,1,0.2338,5.0,,,,,,,,,,NO_TRADE,-1.0,1.0,-1.0,1.0,0.0,1.0,True,FII_BULL,0.069,0.001,6,-0.88,False,26000,25700,1.11,-1,1,25762.0,"short_buildup p=-3 oi=+333 | contango fut=25826 spot=25725 basis=+0.26% | bearish_pcr pcr=1.11 ma=0.95 | put_writing_dominant atm_net_vel=52.6 ce=-80.8 pe=-28.2 | mid_range ltp=25826 call=26000 put=25700 pos=0.42 | FII_RT [classifier=FII_BULL conf=0.07, oi_vel_confirms net=65.1] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-19,-1,-1,-1,-0.4129,5.0,25750.0,PE,11:14,14:44,TP,138.85,278.2,139.35,10451.25,WIN_TP,-1.0,-1.0,-1.0,0.0,1.0,1.0,True,FII_BULL,0.129,0.11,5,0.05,False,27000,25000,1.218,-1,1,25854.1,"short_buildup p=-16 oi=+88 | backwardation fut=25732 spot=25819 basis=-0.45% | bearish_pcr pcr=1.22 ma=0.98 | velocity_short_suppressed_backwardation basis=-0.34% atm_net_vel=-125.9 ce=89.3 pe=-36.6 | lower_range_bullish ltp=25732 call=27000 put=25000 pos=0.37 | FII_RT [classifier=FII_BULL conf=0.13, oi_vel_conflicts net=-149.1] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-20,1,-1,1,0.5452,5.0,25600.0,CE,11:08,15:20,EOD,134.0,98.3,-35.7,-2677.5,LOSS_EOD,1.0,1.0,1.0,1.0,0.0,1.0,True,FII_BULL,0.135,0.11,4,-0.07,False,26000,25000,0.698,-1,1,25416.5,"long_buildup p=+7 oi=+36 | contango fut=25594 spot=25454 basis=+0.46% | extreme_calls_bullish pcr=0.70 ma=0.96 | put_writing_dominant atm_net_vel=139.4 ce=-89.3 pe=50.1 | mid_range ltp=25594 call=26000 put=25000 pos=0.59 | FII_RT [classifier=FII_BULL conf=0.13, oi_vel_confirms net=163.5] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-23,1,1,1,0.6025,5.0,25650.0,CE,12:04,15:20,EOD,103.5,120.2,16.7,1252.5,WIN_EOD,1.0,1.0,0.0,1.0,1.0,-1.0,True,FII_BEAR,0.099,-0.067,1,-0.43,False,27000,25000,0.975,-1,0,25679.1,"long_buildup p=+10 oi=+91 | contango fut=25663 spot=25571 basis=+0.34% | neutral_pcr pcr=0.98 ma=1.02 | put_writing_dominant atm_net_vel=18.6 ce=18.5 pe=37.1 | lower_range_bullish ltp=25663 call=27000 put=25000 pos=0.33 | FII_RT [classifier=FII_BEAR conf=0.10, oi_vel_conflicts net=18.3] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-24,0,0,-1,0.2643,4.0,,,,,,,,,,NO_TRADE,1.0,-1.0,0.0,1.0,0.0,1.0,True,FII_BULL,0.197,0.145,1,-0.05,False,26000,25000,1.056,-1,1,25633.9,"short_cover p=+2 oi=-210 | backwardation fut=25425 spot=25713 basis=-1.14% | neutral_pcr pcr=1.06 ma=1.01 | put_writing_dominant atm_net_vel=90.0 ce=-270.2 pe=-180.2 | mid_range ltp=25425 call=26000 put=25000 pos=0.43 | FII_RT [classifier=FII_BULL conf=0.20, oi_vel_confirms net=73.6] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-02-25,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,6,-1.53,False,26000,25400,0.885,-1,1,25668.0,
2026-02-26,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,5,0.11,False,26000,25000,0.876,-1,1,25670.1,
2026-02-27,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,4,-0.29,False,26000,25000,0.88,-1,-1,25571.0,
